"Plot Title: YG_1m" 
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 20580742, SEN S/N: 20580742)","RH, % (LGR S/N: 20580742, SEN S/N: 20580742)" 
2117,05/15/19 03:22:58 PM,36.227,3.521
2118,05/15/19 03:52:58 PM,36.769,4.053
2119,05/15/19 04:22:58 PM,34.281,7.380
2120,05/15/19 04:52:58 PM,33.313,5.959
2121,05/15/19 05:22:58 PM,32.355,4.026
2122,05/15/19 05:52:58 PM,31.103,5.826
2123,05/15/19 06:22:58 PM,28.717,7.140
2124,05/15/19 06:52:58 PM,24.968,11.028
2125,05/15/19 07:22:58 PM,21.008,13.752
2126,05/15/19 07:52:58 PM,21.628,12.939
2127,05/15/19 08:22:58 PM,16.868,14.739
2128,05/15/19 08:52:58 PM,15.986,17.716
2129,05/15/19 09:22:58 PM,13.281,20.138
2130,05/15/19 09:52:58 PM,11.953,22.968
2131,05/15/19 10:22:58 PM,9.805,23.782
2132,05/15/19 10:52:58 PM,8.767,23.213
2133,05/15/19 11:22:58 PM,7.569,24.707
2134,05/15/19 11:52:58 PM,7.870,24.631
2135,05/16/19 12:22:58 AM,7.393,24.498
2136,05/16/19 12:52:58 AM,6.153,25.875
2137,05/16/19 01:22:58 AM,5.282,26.198
2138,05/16/19 01:52:58 AM,4.869,26.814
2139,05/16/19 02:22:58 AM,4.324,28.188
2140,05/16/19 02:52:58 AM,5.024,25.009
2141,05/16/19 03:22:58 AM,4.999,25.657
2142,05/16/19 03:52:58 AM,3.958,26.257
2143,05/16/19 04:22:58 AM,2.930,27.721
2144,05/16/19 04:52:58 AM,4.480,23.993
2145,05/16/19 05:22:58 AM,6.839,19.809
2146,05/16/19 05:52:58 AM,5.102,20.429
2147,05/16/19 06:22:58 AM,4.089,20.858
2148,05/16/19 06:52:58 AM,3.009,22.064
2149,05/16/19 07:22:58 AM,3.142,23.051
2150,05/16/19 07:52:58 AM,1.967,24.038
2151,05/16/19 08:22:58 AM,2.610,23.598
2152,05/16/19 08:52:58 AM,12.340,16.157
2153,05/16/19 09:22:58 AM,18.652,10.642
2154,05/16/19 09:52:58 AM,24.315,8.368
2155,05/16/19 10:22:58 AM,28.692,6.632
2156,05/16/19 10:52:58 AM,32.278,5.272
2157,05/16/19 11:22:58 AM,33.652,4.719
2158,05/16/19 11:52:58 AM,37.535,3.475
2159,05/16/19 12:22:58 PM,38.812,3.353
2160,05/16/19 12:52:58 PM,39.971,2.928
2161,05/16/19 01:22:58 PM,42.416,2.525
2162,05/16/19 01:52:58 PM,38.421,2.971
2163,05/16/19 02:22:58 PM,40.200,3.007
2164,05/16/19 02:52:58 PM,37.949,5.046
2165,05/16/19 03:22:58 PM,38.032,4.751
2166,05/16/19 03:52:58 PM,37.563,4.665
2167,05/16/19 04:22:58 PM,37.425,5.108
2168,05/16/19 04:52:58 PM,36.119,6.109
2169,05/16/19 05:22:58 PM,35.368,6.383
2170,05/16/19 05:52:58 PM,33.574,6.737
2171,05/16/19 06:22:58 PM,31.001,12.809
2172,05/16/19 06:52:58 PM,24.968,23.617
2173,05/16/19 07:22:58 PM,21.604,27.461
2174,05/16/19 07:52:58 PM,19.389,33.444
2175,05/16/19 08:22:58 PM,15.438,46.202
2176,05/16/19 08:52:58 PM,14.242,48.666
2177,05/16/19 09:22:58 PM,13.546,53.330
2178,05/16/19 09:52:58 PM,11.832,56.187
2179,05/16/19 10:22:58 PM,11.394,61.222
2180,05/16/19 10:52:58 PM,10.394,63.826
2181,05/16/19 11:22:58 PM,9.608,68.705
2182,05/16/19 11:52:58 PM,10.467,66.781
2183,05/17/19 12:22:58 AM,8.916,69.169
2184,05/17/19 12:52:58 AM,8.419,71.574
2185,05/17/19 01:22:58 AM,7.469,71.999
2186,05/17/19 01:52:58 AM,6.788,71.809
2187,05/17/19 02:22:58 AM,6.331,71.413
2188,05/17/19 02:52:58 AM,5.719,71.984
2189,05/17/19 03:22:58 AM,4.999,73.925
2190,05/17/19 03:52:58 AM,5.205,72.707
2191,05/17/19 04:22:58 AM,5.154,72.367
2192,05/17/19 04:52:58 AM,4.115,72.460
2193,05/17/19 05:22:58 AM,3.722,74.234
2194,05/17/19 05:52:58 AM,3.564,73.086
2195,05/17/19 06:22:58 AM,3.722,69.574
2196,05/17/19 06:52:58 AM,3.116,71.328
2197,05/17/19 07:22:58 AM,2.956,70.913
2198,05/17/19 07:52:58 AM,2.155,71.274
2199,05/17/19 08:22:58 AM,3.142,67.992
2200,05/17/19 08:52:58 AM,12.171,46.507
2201,05/17/19 09:22:58 AM,18.438,30.748
2202,05/17/19 09:52:58 AM,23.184,23.633
2203,05/17/19 10:22:58 AM,28.270,15.643
2204,05/17/19 10:52:58 AM,30.874,12.050
2205,05/17/19 11:22:58 AM,33.887,9.887
2206,05/17/19 11:52:58 AM,38.060,7.272
2207,05/17/19 12:22:58 PM,36.579,7.376
2208,05/17/19 12:52:58 PM,37.480,6.220
2209,05/17/19 01:22:58 PM,39.093,5.819
2210,05/17/19 01:52:58 PM,40.286,5.254
2211,05/17/19 02:22:58 PM,37.370,5.625
2212,05/17/19 02:52:58 PM,35.904,8.531
2213,05/17/19 03:22:58 PM,34.308,10.593
2214,05/17/19 03:52:58 PM,35.368,9.611
2215,05/17/19 04:22:58 PM,32.124,14.401
2216,05/17/19 04:52:58 PM,31.077,14.353
2217,05/17/19 05:22:58 PM,30.142,16.126
2218,05/17/19 05:52:58 PM,28.147,20.386
2219,05/17/19 06:22:58 PM,26.061,23.000
2220,05/17/19 06:52:58 PM,21.223,31.620
2221,05/17/19 07:22:58 PM,17.558,39.874
2222,05/17/19 07:52:58 PM,15.461,48.391
2223,05/17/19 08:22:58 PM,13.497,55.053
2224,05/17/19 08:52:58 PM,11.394,63.999
2225,05/17/19 09:22:58 PM,10.883,68.002
2226,05/17/19 09:52:58 PM,11.783,65.084
2227,05/17/19 10:22:58 PM,9.213,74.735
2228,05/17/19 10:52:58 PM,7.995,78.502
2229,05/17/19 11:22:58 PM,6.914,83.155
2230,05/17/19 11:52:58 PM,7.015,83.917
2231,05/18/19 12:22:58 AM,5.924,84.866
2232,05/18/19 12:52:58 AM,5.591,84.943
2233,05/18/19 01:22:58 AM,5.076,84.326
2234,05/18/19 01:52:58 AM,5.231,85.844
2235,05/18/19 02:22:58 AM,4.999,88.310
2236,05/18/19 02:52:58 AM,3.958,85.615
2237,05/18/19 03:22:58 AM,5.437,87.109
2238,05/18/19 03:52:58 AM,3.775,84.304
2239,05/18/19 04:22:58 AM,4.037,84.910
2240,05/18/19 04:52:58 AM,4.011,83.632
2241,05/18/19 05:22:58 AM,2.930,84.568
2242,05/18/19 05:52:58 AM,2.717,82.235
2243,05/18/19 06:22:58 AM,2.209,80.051
2244,05/18/19 06:52:58 AM,1.425,83.257
2245,05/18/19 07:22:58 AM,1.588,85.146
2246,05/18/19 07:52:58 AM,0.989,84.003
2247,05/18/19 08:22:58 AM,1.398,85.636
2248,05/18/19 08:52:58 AM,10.100,63.688
2249,05/18/19 09:22:58 AM,18.271,41.495
2250,05/18/19 09:52:58 AM,16.225,39.280
2251,05/18/19 10:22:58 AM,24.460,26.457
2252,05/18/19 10:52:58 AM,29.464,18.496
2253,05/18/19 11:22:58 AM,30.217,15.205
2254,05/18/19 11:52:58 AM,33.940,11.885
2255,05/18/19 12:22:58 PM,35.958,10.143
2256,05/18/19 12:52:58 PM,37.288,7.545
2257,05/18/19 01:22:58 PM,37.151,6.729
2258,05/18/19 01:52:58 PM,38.980,6.187
2259,05/18/19 02:22:58 PM,35.475,6.975
2260,05/18/19 02:52:58 PM,35.609,8.668
2261,05/18/19 03:22:58 PM,35.448,9.540
2262,05/18/19 03:52:58 PM,33.678,10.933
2263,05/18/19 04:22:58 PM,32.021,11.844
2264,05/18/19 04:52:58 PM,31.816,12.880
2265,05/18/19 05:22:58 PM,30.596,14.617
2266,05/18/19 05:52:58 PM,28.245,17.514
2267,05/18/19 06:22:58 PM,27.259,17.426
2268,05/18/19 06:52:58 PM,22.058,27.428
2269,05/18/19 07:22:58 PM,17.843,36.115
2270,05/18/19 07:52:58 PM,15.891,40.940
2271,05/18/19 08:22:58 PM,13.954,46.702
2272,05/18/19 08:52:58 PM,12.871,51.985
2273,05/18/19 09:22:58 PM,12.461,54.778
2274,05/18/19 09:52:58 PM,12.001,56.603
2275,05/18/19 10:22:58 PM,11.053,54.599
2276,05/18/19 10:52:58 PM,10.296,57.442
2277,05/18/19 11:22:58 PM,8.916,61.975
2278,05/18/19 11:52:58 PM,8.469,60.882
2279,05/19/19 12:22:58 AM,7.368,65.277
2280,05/19/19 12:52:58 AM,7.142,63.892
2281,05/19/19 01:22:58 AM,5.949,66.836
2282,05/19/19 01:52:58 AM,5.796,66.355
2283,05/19/19 02:22:58 AM,5.076,67.602
2284,05/19/19 02:52:58 AM,4.869,67.255
2285,05/19/19 03:22:58 AM,4.610,65.631
2286,05/19/19 03:52:58 AM,3.827,68.539
2287,05/19/19 04:22:58 AM,3.538,66.923
2288,05/19/19 04:52:58 AM,3.958,66.160
2289,05/19/19 05:22:58 AM,3.142,67.463
2290,05/19/19 05:52:58 AM,2.717,68.439
2291,05/19/19 06:22:58 AM,2.155,68.967
2292,05/19/19 06:52:58 AM,1.643,67.930
2293,05/19/19 07:22:58 AM,1.425,70.501
2294,05/19/19 07:52:58 AM,1.262,70.113
2295,05/19/19 08:22:58 AM,1.289,69.735
2296,05/19/19 08:52:58 AM,10.932,47.677
2297,05/19/19 09:22:58 AM,17.201,32.323
2298,05/19/19 09:52:58 AM,21.151,26.514
2299,05/19/19 10:22:58 AM,26.891,19.997
2300,05/19/19 10:52:58 AM,28.048,16.551
2301,05/19/19 11:22:58 AM,30.041,13.520
2302,05/19/19 11:52:58 AM,31.459,11.822
2303,05/19/19 12:22:58 PM,33.521,8.964
2304,05/19/19 12:52:58 PM,34.863,8.424
2305,05/19/19 01:22:58 PM,36.362,8.031
2306,05/19/19 01:52:58 PM,35.743,7.571
2307,05/19/19 02:22:58 PM,36.878,7.237
2308,05/19/19 02:52:58 PM,35.475,9.322
2309,05/19/19 03:22:58 PM,32.742,12.487
2310,05/19/19 03:52:58 PM,31.382,14.725
2311,05/19/19 04:22:58 PM,32.458,13.770
2312,05/19/19 04:52:58 PM,29.265,16.259
2313,05/19/19 05:22:58 PM,28.394,13.519
2314,05/19/19 05:52:58 PM,26.598,18.583
2315,05/19/19 06:22:58 PM,24.412,22.788
2316,05/19/19 06:52:58 PM,20.650,28.395
2317,05/19/19 07:22:58 PM,17.011,40.071
2318,05/19/19 07:52:58 PM,15.247,43.566
2319,05/19/19 08:22:58 PM,13.064,52.195
2320,05/19/19 08:52:58 PM,11.443,56.038
2321,05/19/19 09:22:58 PM,9.952,66.056
2322,05/19/19 09:52:58 PM,9.015,71.299
2323,05/19/19 10:22:58 PM,8.419,76.824
2324,05/19/19 10:52:58 PM,7.770,79.722
2325,05/19/19 11:22:58 PM,6.306,83.330
2326,05/19/19 11:52:58 PM,6.509,82.903
2327,05/20/19 12:22:58 AM,6.153,85.494
2328,05/20/19 12:52:58 AM,5.821,87.950
2329,05/20/19 01:22:58 AM,5.076,90.214
2330,05/20/19 01:52:58 AM,5.205,90.373
2331,05/20/19 02:22:58 AM,4.089,90.366
2332,05/20/19 02:52:58 AM,3.538,91.979
2333,05/20/19 03:22:58 AM,3.512,92.197
2334,05/20/19 03:52:58 AM,2.956,92.672
2335,05/20/19 04:22:58 AM,2.396,93.462
2336,05/20/19 04:52:58 AM,2.503,92.602
2337,05/20/19 05:22:58 AM,1.724,91.504
2338,05/20/19 05:52:58 AM,1.534,93.280
2339,05/20/19 06:22:58 AM,1.208,92.160
2340,05/20/19 06:52:58 AM,1.044,91.129
2341,05/20/19 07:22:58 AM,1.913,92.840
2342,05/20/19 07:52:58 AM,1.425,89.484
2343,05/20/19 08:22:58 AM,2.343,90.919
2344,05/20/19 08:52:58 AM,3.168,92.032
2345,05/20/19 09:22:58 AM,4.558,89.372
2346,05/20/19 09:52:58 AM,6.813,85.182
2347,05/20/19 10:22:58 AM,15.509,60.595
2348,05/20/19 10:52:58 AM,19.770,44.293
2349,05/20/19 11:22:58 AM,22.178,35.324
2350,05/20/19 11:52:58 AM,25.162,27.736
2351,05/20/19 12:22:58 PM,25.793,23.397
2352,05/20/19 12:52:58 PM,28.270,18.957
2353,05/20/19 01:22:58 PM,28.990,20.752
2354,05/20/19 01:52:58 PM,31.637,17.375
2355,05/20/19 02:22:58 PM,31.357,13.578
2356,05/20/19 02:52:58 PM,32.175,12.751
2357,05/20/19 03:22:58 PM,28.667,15.521
2358,05/20/19 03:52:58 PM,27.382,19.397
2359,05/20/19 04:22:58 PM,27.456,20.450
2360,05/20/19 04:52:58 PM,27.431,18.349
2361,05/20/19 05:22:58 PM,24.919,19.255
2362,05/20/19 05:52:58 PM,24.026,21.385
2363,05/20/19 06:22:58 PM,21.963,26.135
2364,05/20/19 06:52:58 PM,17.843,31.952
2365,05/20/19 07:22:58 PM,15.270,42.619
2366,05/20/19 07:52:58 PM,12.847,50.912
2367,05/20/19 08:22:58 PM,11.662,57.596
2368,05/20/19 08:52:58 PM,10.247,60.562
2369,05/20/19 09:22:58 PM,10.541,62.367
2370,05/20/19 09:52:58 PM,8.916,67.752
2371,05/20/19 10:22:58 PM,9.213,70.213
2372,05/20/19 10:52:58 PM,7.845,69.978
2373,05/20/19 11:22:58 PM,7.066,72.944
2374,05/20/19 11:52:58 PM,5.385,78.124
2375,05/21/19 12:22:58 AM,5.385,77.747
2376,05/21/19 12:52:58 AM,4.714,78.727
2377,05/21/19 01:22:58 AM,5.821,80.732
2378,05/21/19 01:52:58 AM,3.775,79.875
2379,05/21/19 02:22:58 AM,3.880,81.298
2380,05/21/19 02:52:58 AM,3.958,85.305
2381,05/21/19 03:22:58 AM,4.037,82.515
2382,05/21/19 03:52:58 AM,4.402,81.680
2383,05/21/19 04:22:58 AM,4.089,80.448
2384,05/21/19 04:52:58 AM,3.670,79.560
2385,05/21/19 05:22:58 AM,4.506,76.212
2386,05/21/19 05:52:58 AM,2.903,79.231
2387,05/21/19 06:22:58 AM,1.913,81.841
2388,05/21/19 06:52:58 AM,1.208,81.001
2389,05/21/19 07:22:58 AM,0.384,81.384
2390,05/21/19 07:52:58 AM,1.180,81.412
2391,05/21/19 08:22:58 AM,2.236,76.238
2392,05/21/19 08:52:58 AM,10.541,57.242
2393,05/21/19 09:22:58 AM,14.553,42.283
2394,05/21/19 09:52:58 AM,23.424,25.494
2395,05/21/19 10:22:58 AM,25.065,21.761
2396,05/21/19 10:52:58 AM,27.038,18.607
2397,05/21/19 11:22:58 AM,29.890,15.794
2398,05/21/19 11:52:58 AM,32.433,12.330
2399,05/21/19 12:22:58 PM,31.204,10.766
2400,05/21/19 12:52:58 PM,34.995,8.794
2401,05/21/19 01:22:58 PM,36.119,7.436
2402,05/21/19 01:52:58 PM,33.678,8.166
2403,05/21/19 02:22:58 PM,33.417,7.573
2404,05/21/19 02:52:58 PM,35.049,6.889
2405,05/21/19 03:22:58 PM,31.357,8.999
2406,05/21/19 03:52:58 PM,31.484,8.895
2407,05/21/19 04:22:58 PM,31.510,8.678
2408,05/21/19 04:52:58 PM,30.192,8.779
2409,05/21/19 05:22:58 PM,28.766,9.956
2410,05/21/19 05:52:58 PM,27.407,11.195
2411,05/21/19 06:22:58 PM,25.793,12.766
2412,05/21/19 06:52:58 PM,20.531,18.795
2413,05/21/19 07:22:58 PM,18.176,22.716
2414,05/21/19 07:52:58 PM,15.031,27.218
2415,05/21/19 08:22:58 PM,15.652,30.936
2416,05/21/19 08:52:58 PM,12.437,38.236
2417,05/21/19 09:22:58 PM,11.565,41.435
2418,05/21/19 09:52:58 PM,9.460,46.933
2419,05/21/19 10:22:58 PM,8.693,46.466
2420,05/21/19 10:52:58 PM,8.792,48.620
2421,05/21/19 11:22:58 PM,7.870,50.738
2422,05/21/19 11:52:58 PM,5.796,54.530
2423,05/22/19 12:22:58 AM,5.539,55.641
2424,05/22/19 12:52:58 AM,4.688,57.586
2425,05/22/19 01:22:58 AM,3.617,61.993
2426,05/22/19 01:52:58 AM,3.354,60.375
2427,05/22/19 02:22:58 AM,2.503,60.833
2428,05/22/19 02:52:58 AM,2.450,60.767
2429,05/22/19 03:22:58 AM,2.074,63.794
2430,05/22/19 03:52:58 AM,1.832,60.349
2431,05/22/19 04:22:58 AM,1.289,62.555
2432,05/22/19 04:52:58 AM,0.135,64.288
2433,05/22/19 05:22:58 AM,0.384,62.904
2434,05/22/19 05:52:58 AM,0.079,62.147
2435,05/22/19 06:22:58 AM,-0.283,61.690
2436,05/22/19 06:52:58 AM,0.079,61.950
2437,05/22/19 07:22:58 AM,-0.479,59.988
2438,05/22/19 07:52:58 AM,-1.242,61.158
2439,05/22/19 08:22:58 AM,-0.648,58.596
2440,05/22/19 08:52:58 AM,10.687,37.607
2441,05/22/19 09:22:58 AM,16.082,27.799
2442,05/22/19 09:52:58 AM,20.722,20.526
2443,05/22/19 10:22:58 AM,24.629,16.131
2444,05/22/19 10:52:58 AM,26.573,13.793
2445,05/22/19 11:22:58 AM,29.916,10.933
2446,05/22/19 11:52:58 AM,33.053,8.584
2447,05/22/19 12:22:58 PM,33.992,7.225
2448,05/22/19 12:52:58 PM,34.863,6.590
2449,05/22/19 01:22:58 PM,32.073,6.949
2450,05/22/19 01:52:58 PM,35.502,6.019
2451,05/22/19 02:22:58 PM,33.391,6.402
2452,05/22/19 02:52:58 PM,34.334,5.472
2453,05/22/19 03:22:58 PM,33.313,5.225
2454,05/22/19 03:52:58 PM,34.519,6.139
2455,05/22/19 04:22:58 PM,31.255,6.706
2456,05/22/19 04:52:58 PM,31.103,6.775
2457,05/22/19 05:22:58 PM,30.419,6.609
2458,05/22/19 05:52:58 PM,30.773,5.672
2459,05/22/19 06:22:58 PM,26.622,7.149
2460,05/22/19 06:52:58 PM,20.889,10.023
2461,05/22/19 07:22:58 PM,18.057,11.737
2462,05/22/19 07:52:58 PM,16.701,13.556
2463,05/22/19 08:22:58 PM,14.888,14.850
2464,05/22/19 08:52:58 PM,13.064,23.679
2465,05/22/19 09:22:58 PM,10.590,26.806
2466,05/22/19 09:52:58 PM,8.494,30.217
2467,05/22/19 10:22:58 PM,7.041,30.799
2468,05/22/19 10:52:58 PM,6.204,32.197
2469,05/22/19 11:22:58 PM,5.642,33.608
2470,05/22/19 11:52:58 PM,4.636,34.775
2471,05/23/19 12:22:58 AM,3.248,37.016
2472,05/23/19 12:52:58 AM,2.930,39.031
2473,05/23/19 01:22:58 AM,2.557,37.938
2474,05/23/19 01:52:58 AM,1.180,38.314
2475,05/23/19 02:22:58 AM,1.099,37.781
2476,05/23/19 02:52:58 AM,-0.199,40.094
2477,05/23/19 03:22:58 AM,0.246,38.981
2478,05/23/19 03:52:58 AM,-0.704,39.670
2479,05/23/19 04:22:58 AM,-1.157,41.474
2480,05/23/19 04:52:58 AM,0.051,37.051
2481,05/23/19 05:22:58 AM,1.208,28.855
2482,05/23/19 05:52:58 AM,-0.479,29.756
2483,05/23/19 06:22:58 AM,-0.004,27.577
2484,05/23/19 06:52:58 AM,-0.199,27.720
2485,05/23/19 07:22:58 AM,-1.185,28.747
2486,05/23/19 07:52:58 AM,-2.334,30.723
2487,05/23/19 08:22:58 AM,-1.527,29.223
2488,05/23/19 08:52:58 AM,8.319,20.233
2489,05/23/19 09:22:58 AM,15.629,13.714
2490,05/23/19 09:52:58 AM,17.415,11.362
2491,05/23/19 10:22:58 AM,21.652,8.564
2492,05/23/19 10:52:58 AM,27.382,6.305
2493,05/23/19 11:22:58 AM,29.040,4.898
2494,05/23/19 11:52:58 AM,30.117,3.974
2495,05/23/19 12:22:58 PM,34.836,2.898
2496,05/23/19 12:52:58 PM,37.453,2.504
2497,05/23/19 01:22:58 PM,36.200,2.405
2498,05/23/19 01:52:58 PM,36.525,2.113
2499,05/23/19 02:22:58 PM,37.178,1.826
2500,05/23/19 02:52:58 PM,38.060,1.393
2501,05/23/19 03:22:58 PM,37.069,1.301
2502,05/23/19 03:52:58 PM,36.498,1.180
2503,05/23/19 04:22:58 PM,38.004,1.242
2504,05/23/19 04:52:58 PM,34.097,2.587
2505,05/23/19 05:22:58 PM,33.209,3.234
2506,05/23/19 05:52:58 PM,32.201,3.065
2507,05/23/19 06:22:58 PM,30.066,2.654
2508,05/23/19 06:52:58 PM,21.581,3.706
2509,05/23/19 07:22:58 PM,19.294,8.837
2510,05/23/19 07:52:58 PM,18.866,14.349
2511,05/23/19 08:22:58 PM,16.558,15.000
2512,05/23/19 08:52:58 PM,12.606,16.102
2513,05/23/19 09:22:58 PM,10.394,17.272
2514,05/23/19 09:52:58 PM,11.662,18.558
2515,05/23/19 10:22:58 PM,8.494,20.643
2516,05/23/19 10:52:58 PM,6.102,22.273
2517,05/23/19 11:22:58 PM,7.318,21.165
2518,05/23/19 11:52:58 PM,4.636,22.632
2519,05/24/19 12:22:58 AM,4.921,21.930
2520,05/24/19 12:52:58 AM,3.485,22.161
2521,05/24/19 01:22:58 AM,3.089,21.808
2522,05/24/19 01:52:58 AM,3.009,23.757
2523,05/24/19 02:22:58 AM,2.450,22.612
2524,05/24/19 02:52:58 AM,3.512,21.083
2525,05/24/19 03:22:58 AM,2.503,21.964
2526,05/24/19 03:52:58 AM,4.532,17.349
2527,05/24/19 04:22:58 AM,2.236,19.591
2528,05/24/19 04:52:58 AM,4.298,17.269
2529,05/24/19 05:22:58 AM,1.344,20.125
2530,05/24/19 05:52:58 AM,1.778,19.760
2531,05/24/19 06:22:58 AM,3.089,17.467
2532,05/24/19 06:52:58 AM,1.859,18.122
2533,05/24/19 07:22:58 AM,1.071,19.323
2534,05/24/19 07:52:58 AM,1.180,18.871
2535,05/24/19 08:22:58 AM,0.715,19.171
2536,05/24/19 08:52:58 AM,9.558,14.251
2537,05/24/19 09:22:58 AM,14.385,10.755
2538,05/24/19 09:52:58 AM,19.056,8.688
2539,05/24/19 10:22:58 AM,21.891,6.793
2540,05/24/19 10:52:58 AM,31.153,4.218
2541,05/24/19 11:22:58 AM,33.992,3.177
2542,05/24/19 11:52:58 AM,35.662,2.395
2543,05/24/19 12:22:58 PM,39.772,1.760
2544,05/24/19 12:52:58 PM,40.142,1.579
2545,05/24/19 01:22:58 PM,38.004,2.290
2546,05/24/19 01:52:58 PM,39.886,2.626
2547,05/24/19 02:22:58 PM,40.487,2.638
2548,05/24/19 02:52:58 PM,35.689,3.954
2549,05/24/19 03:22:58 PM,36.200,3.000
2550,05/24/19 03:52:58 PM,36.335,2.184
2551,05/24/19 04:22:58 PM,36.824,3.311
2552,05/24/19 04:52:58 PM,33.887,4.503
2553,05/24/19 05:22:58 PM,31.816,5.480
2554,05/24/19 05:52:58 PM,29.815,8.115
2555,05/24/19 06:22:58 PM,28.122,8.782
2556,05/24/19 06:52:58 PM,24.436,10.012
2557,05/24/19 07:22:58 PM,21.175,13.024
2558,05/24/19 07:52:58 PM,19.175,14.225
2559,05/24/19 08:22:58 PM,15.342,21.043
2560,05/24/19 08:52:58 PM,14.314,22.223
2561,05/24/19 09:22:58 PM,11.346,25.216
2562,05/24/19 09:52:58 PM,11.516,27.371
2563,05/24/19 10:22:58 PM,11.321,28.438
2564,05/24/19 10:52:58 PM,12.340,26.876
2565,05/24/19 11:22:58 PM,12.678,26.308
2566,05/24/19 11:52:58 PM,9.386,28.866
2567,05/25/19 12:22:58 AM,8.519,29.734
2568,05/25/19 12:52:58 AM,7.695,31.179
2569,05/25/19 01:22:58 AM,7.870,31.130
2570,05/25/19 01:52:58 AM,6.611,32.522
2571,05/25/19 02:22:58 AM,6.484,31.967
2572,05/25/19 02:52:58 AM,8.045,30.469
2573,05/25/19 03:22:58 AM,5.770,32.317
2574,05/25/19 03:52:58 AM,5.872,32.326
2575,05/25/19 04:22:58 AM,4.246,33.348
2576,05/25/19 04:52:58 AM,3.880,32.997
2577,05/25/19 05:22:58 AM,2.877,32.618
2578,05/25/19 05:52:58 AM,3.142,32.801
2579,05/25/19 06:22:58 AM,3.801,31.595
2580,05/25/19 06:52:58 AM,3.617,31.070
2581,05/25/19 07:22:58 AM,2.690,32.821
2582,05/25/19 07:52:58 AM,1.805,33.963
2583,05/25/19 08:22:58 AM,2.717,31.623
2584,05/25/19 08:52:58 AM,9.608,23.569
2585,05/25/19 09:22:58 AM,11.346,40.118
2586,05/25/19 09:52:58 AM,15.318,33.167
2587,05/25/19 10:22:58 AM,18.105,28.459
2588,05/25/19 10:52:58 AM,22.202,22.882
2589,05/25/19 11:22:58 AM,25.647,17.270
2590,05/25/19 11:52:58 AM,28.072,15.421
2591,05/25/19 12:22:58 PM,28.791,16.377
2592,05/25/19 12:52:58 PM,27.554,16.667
2593,05/25/19 01:22:58 PM,28.766,16.977
2594,05/25/19 01:52:58 PM,27.407,20.935
2595,05/25/19 02:22:58 PM,31.255,16.929
2596,05/25/19 02:52:58 PM,31.944,16.180
2597,05/25/19 03:22:58 PM,29.991,18.420
2598,05/25/19 03:52:58 PM,33.157,16.384
2599,05/25/19 04:22:58 PM,30.950,17.481
2600,05/25/19 04:52:58 PM,29.916,18.133
2601,05/25/19 05:22:58 PM,28.543,19.745
2602,05/25/19 05:52:58 PM,27.014,21.329
2603,05/25/19 06:22:58 PM,24.098,23.832
2604,05/25/19 06:52:58 PM,19.270,30.387
2605,05/25/19 07:22:58 PM,16.820,41.332
2606,05/25/19 07:52:58 PM,14.026,49.133
2607,05/25/19 08:22:58 PM,13.161,58.069
2608,05/25/19 08:52:58 PM,11.516,61.742
2609,05/25/19 09:22:58 PM,10.001,69.091
2610,05/25/19 09:52:58 PM,8.020,72.665
2611,05/25/19 10:22:58 PM,8.245,76.021
2612,05/25/19 10:52:58 PM,6.914,79.908
2613,05/25/19 11:22:58 PM,6.458,82.124
2614,05/25/19 11:52:58 PM,5.872,85.479
2615,05/26/19 12:22:58 AM,4.973,88.866
2616,05/26/19 12:52:58 AM,4.584,89.175
2617,05/26/19 01:22:58 AM,5.257,89.650
2618,05/26/19 01:52:58 AM,4.246,90.154
2619,05/26/19 02:22:58 AM,4.402,89.180
2620,05/26/19 02:52:58 AM,3.142,87.899
2621,05/26/19 03:22:58 AM,3.485,89.556
2622,05/26/19 03:52:58 AM,3.327,85.643
2623,05/26/19 04:22:58 AM,2.423,84.138
2624,05/26/19 04:52:58 AM,2.316,82.455
2625,05/26/19 05:22:58 AM,3.301,78.789
2626,05/26/19 05:52:58 AM,3.775,81.221
2627,05/26/19 06:22:58 AM,3.854,79.548
2628,05/26/19 06:52:58 AM,2.477,81.475
2629,05/26/19 07:22:58 AM,1.099,84.157
2630,05/26/19 07:52:58 AM,0.962,81.127
2631,05/26/19 08:22:58 AM,1.697,82.077
2632,05/26/19 08:52:58 AM,5.719,68.732
2633,05/26/19 09:22:58 AM,7.870,59.879
2634,05/26/19 09:52:58 AM,10.956,57.069
2635,05/26/19 10:22:58 AM,16.606,44.265
2636,05/26/19 10:52:58 AM,24.146,27.522
2637,05/26/19 11:22:58 AM,27.727,18.295
2638,05/26/19 11:52:58 AM,30.142,13.525
2639,05/26/19 12:22:58 PM,31.919,10.866
2640,05/26/19 12:52:58 PM,37.425,7.623
2641,05/26/19 01:22:58 PM,35.128,7.626
2642,05/26/19 01:52:58 PM,36.933,6.796
2643,05/26/19 02:22:58 PM,34.281,6.940
2644,05/26/19 02:52:58 PM,30.874,9.092
2645,05/26/19 03:22:58 PM,30.722,10.243
2646,05/26/19 03:52:58 PM,32.098,9.931
2647,05/26/19 04:22:58 PM,32.150,9.861
2648,05/26/19 04:52:58 PM,31.052,13.314
2649,05/26/19 05:22:58 PM,26.182,19.955
2650,05/26/19 05:52:58 PM,23.665,25.444
